,raw,clean,prediction
1648,"@jokowi Pak Presiden... Apakah benar besok senin tgl 12/7/2021 Kimia Farma melakukan penjualan obat vaksin covid 19 dan berbayar? Kalau ini benar terjadi, beban masyarakat akan semakin tinggi. Bukankah vaksin covid -19 GRATIS UNTUK MASYARAKAT? Yaa Allah 😭😭😭",pak presiden apakah benar besok senin tanggal kimia farma laku jual obat vaksin covid dan bayar kalau ini benar jadi beban masyarakat akan makin tinggi bukankah vaksin covid gratis untuk masyarakat ya allah,1
1649,BUMN lewat Kimi4 F4rM4 udah mulai jual vaksin buat masyarakat. Negara ga bisa cover vaksin gratis menyeluruh ke masyarakat sampe sebegitunya ?! Rating pakde emg jelek ngurus covid dr dulu.,bumn lewat kim rm sudah mulai jual vaksin buat masyarakat negara enggak bisa cover vaksin gratis seluruh ke masyarakat sampai begitu rating pakde memang jelek urus covid dari dulu,0
1650,@ObiWan_Catnobi @hanzabach @inzzzky @GaiusJArminius Memang harus banget ya vaksin COVID-19 harus gratis? Semisal ada yg ingin berbayar karena ga mau ngantri atau supaya cepat divaksin gimana? Memangnya ga boleh? Swasta membantu percepatan vaksinasi covid-19 berarti ga boleh?,memang harus banget iya vaksin covid harus gratis misal ada yang ingin bayar karena enggak mau antri atau supaya cepat vaksin bagaimana memang enggak boleh swasta bantu cepat vaksinasi covid arti enggak boleh,1
1651,"Unpopular opinion: Vaksin Covid gratis ada dmn2, cma yg mw ngorbanin wktuny utk ngantre dan ngikutin prosedurnya yg sedikit. Bgi mrk yg ngerasa lbh gmpang ngeluarin duit drpda ngorbanin waktuny, beli vaksin d apotek bsa mnjd solusi. Trlepas dr motivasi awal utk monetisasi keadaan",unpopular opinion vaksin covid gratis ada mana cuma yang mau korban wktuny untuk ngantre dan ikut prosedur yang sedikit bagi mereka yang rasa lebih gmpang keluar duit drpda korban waktuny beli vaksin apotek bisa mnjd solusi trlepas dari motivasi awal untuk monetisasi ada,1
1652,"@liputan6dotcom Akhirnya amerika ambil bagian untuk jual vaksin ke indonesia,selama ini yg monopoli oleh cina,rusia danJepang..vaksi gratis,hbis vaksin dan covid siap2 lonjakan  pajak meningkat..",akhir amerika ambil bagi untuk jual vaksin ke indonesia lama ini yang monopoli oleh cina rusia danjepang vaksi gratis habis vaksin dan covid siap lonjak pajak tingkat,0
1653,"BuzzeRp istana semangat banget belain vaksin covid skema berbayar di KF, cuma serangannya masih sporadis.

Padahal yg dituntut bikin vaksin sinopharm gratis. Kalo mau, apotek berjejaring lain juga ajak kemitraan, suntik vaksin sinopharm di gerai mereka secara gratis",buzzerp istana semangat banget bela vaksin covid skema bayar di kf cuma serang masih sporadis padahal yang tuntut buat vaksin sinopharm gratis jika mau apotek berjejaring lain juga ajak mitra suntik vaksin sinopharm di gerai mereka cara gratis,1
1654,"Netijen pada berisik &amp; gaduh riuh dg vaksin gotong royong Covid, vaksin ini diperuntukkan untuk mrk yg mampu dan tak perlu antre memperolehnya? dr dl jg sudah ada vaksin berbayar bgi mereka yang melaksanakan vaksinasi di poliklinik swasta dan gratis di posyandu
#DukungIvermectin",netijen pada berisik amp gaduh riuh dengan vaksin gotong royong covid vaksin ini untuk untuk mereka yang mampu dan tidak perlu antre oleh dari dulu juga sudah ada vaksin bayar bagi mereka yang laksana vaksinasi di poliklinik swasta dan gratis di posyandu,1
1655,"Ada satu orang meninggal didaerahku karena covid, berharap orang mulai sadar covid tuh emang ada. 

Sayangnya, malah makin skeptis, dibilang terlalu dihebohkan, merasa di covidkan kalau diswab, dikasih vaksin gratis gamau dan ada yang ga pake masker.

Capek🙂",ada satu orang tinggal daerah karena covid harap orang mulai sadar covid itu memang ada sayang bahkan makin skeptis bilang terlalu heboh rasa di covidkan kalau diswab kasih vaksin gratis enggak mau dan ada yang enggak pakai masker cape,0
1656,"@ROSEGL0SS Pemerintah berkewajiban memberi vaksinasi covid di tengah pandemi secara gratis. Itu hak penduduk, wajib dipenuhi",perintah wajib beri vaksinasi covid di tengah pandemi cara gratis itu hak duduk wajib penuh,1
1657,"@jokowi Mohon penjelasan ko vaksin covid dijual bebas di Kimia Farma, apa pertimbangan nya
Bukankah srlama ini gratis utk rakyat",mohon jelas kok vaksin covid jual bebas di kimia farma apa timbang nya bukankah srlama ini gratis untuk rakyat,0
1658,Alasannya kenapa Pa @jokowi &amp; @KemenkesRI membuat vaksinasi berbayar kalau tujuannya cuma buat memoercepat herd immunity. Sedangkan kondisi ekonomi masyarakat lagi down karena efek covid dan ppkm darurat. Ingat masih banyak masyarakat belum mendapatkan layanan vaksinasi gratis.,alas kenapa apa amp buat vaksinasi bayar kalau tuju cuma buat memoercepat herd immunity sedang kondisi ekonomi masyarakat lagi down karena efek covid dan ppkm darurat ingat masih banyak masyarakat belum dapat layan vaksinasi gratis,0
1659,Dan masyarakat yg dikejar-kejar kepanikan karena kondisi virus korona. Dengan terpaksa beli vaksin  #sinoparm di #KimiaFarma . Yg harus gratis dari perusahaan dari tempat kerjanya.,dan masyarakat yang kejar kejar panik karena kondisi virus korona dengan paksa beli vaksin di yang harus gratis dari usaha dari tempat kerja,0
1660,@susipudjiastuti Ini dananya buat vaksin gratis aja bu. Vaksin gratis semua varian covid .,ini dana buat vaksin gratis saja bu vaksin gratis semua varian covid,1
1661,"vaksin beli 😆😅😂
klo bisa sj, semua gratis,temasuk tes tes yg berhubungan dgn covid.",vaksin beli kalo bisa saja semua gratis temasuk tes tes yang hubung dengan covid,1
1662,"@ObiWan_Catnobi Konyol, terlalu provokasi vaksin corona juga ada yang gratis yang disediakan pemerintah pusat, yaa ini wajar lah bayar kan yang beli di pihak swasta, maaf tweet anda saya report, karna terlalu provokatif",konyol terlalu provokasi vaksin corona juga ada yang gratis yang sedia perintah pusat ya ini wajar lah bayar kan yang beli di pihak swasta maaf tweet anda saya repo karena terlalu provokatif,0
1663,"Kayanya baru indon negara yg ada rakyatnya harus bayar utk vaksinasi covid. Di luar, utk warga asing pun vaksinasinya gratis.

Semakin kagum dan bangga dng negara indon harga mati ini. Pancasila memang sakti.",kayak baru indon negara yang ada rakyat harus bayar untuk vaksinasi covid di luar untuk warga asing pun vaksinasi gratis makin kagum dan bangga dengan negara indon harga mati ini pancasila memang sakti,1
1664,"@berlianidris @jokowi Beda gak sih dok, vaksin yang gratis sama yang berbayar? Kira2 fungsinya sama apa mengatasi vatian covid yang beda nih? Kada alpha beta gemma",beda enggak sih dok vaksin yang gratis sama yang bayar kira fungsi sama apa atas vatian covid yang beda ini kada alpha beta gemma,0
1665,dikasih vaksin gratis kaga mau. eh giliran ada yang berbayar (buat yang males ngantri) malah protes dan bilang kalo “covid dibisniskan”.,kasih vaksin gratis kagak mau eh gilir ada yang bayar buat yang malas antri bahkan protes dan bilang jika covid bisnis,0
1666,"Dikasi kesempatan untuk vaksin gratis --&gt; gak mau vaksin
Dikasi info ada vaksin berbayar --&gt; ngegas, kenapa untuk sehat aja bayar. Pemerintah selalu bikin twist
Yang ngegas dah pada ikutan vaksin gratisan jg apa takut divaksin ato malah masih gak percaya corona itu ada?",kasi sempat untuk vaksin gratis begitu enggak mau vaksin kasi informasi ada vaksin bayar begitu ngegas kenapa untuk sehat saja bayar perintah selalu buat twist yang ngegas deh pada ikut vaksin gratis juga apa takut vaksin atau bahkan masih enggak percaya corona itu ada,0
1667,"@kompascom KASIAN KITA DENGAN BAPAK PRESIDEN. YG DALAM IKLAN LAYANAN MASYARAKAT DENGAN TEGAS MENYATAKAN BAHWA VAKSINASI COVID 19 ADALAH GRATIS. 
TERNYATA PARA PEMBANTUNYA TIDAK BISA MENGAWAL KEPUTUSAN PRESIDEN. DAN AKHIRNYA DI JUAL. HATI2 LADANG KORUPSI.",kasihan kita dengan bapak presiden yang dalam iklan layan masyarakat dengan tegas nyata bahwa vaksinasi covid adalah gratis nyata para bantu tidak bisa awal putus presiden dan akhir di jual hati ladang korupsi,0
1668,"Saya menolak jual-beli vaksin Covid-19.

Saya menolak vaksin Covid-19 berbayar.

Pemerintah wajib menyediakan vaksin gratis u/rakyat.

Wahai 200 orang terkaya, berdermalah: beli vaksin &amp; suntikkan scr gratis ke rakyat.",saya tolak jual beli vaksin covid saya tolak vaksin covid bayar perintah wajib sedia vaksin gratis rakyat wahai orang kaya derma beli vaksin amp suntik cara gratis ke rakyat,0
1669,"Kaget, Kimia Farma trending. Pas baca tweeps org org, ""oooooohhhh itu"". Jadi si Kimia Farma jual vaksin toh. Ah gw mah pake yg gratis aja ah, da buat syarat juga doang gw mah. Formalitas aja nurutin pemerintah aja. Habis, gw mah kalau kena covid ya udh.... Ga kena ya alhmdlillah",kaget kimia farma trend pas baca tweeps orang orang oh itu jadi sih kimia farma jual vaksin toh ah gue mah pakai yang gratis saja ah sudah buat syarat juga doang gue mah formalitas saja nurutin perintah saja habis gue mah kalau kena covid iya sudah enggak kena iya alhmdlillah,0
1670,"SAYA SAMPAIKAN KEPADA ANDA PARA PEJABAT DI TANAH AIR INI. JANGANKAN BERBAYAR INTUK VAKSINASI COVID-19, GRATIS PUN KAMI MASIH BELUM MAU DAN PERCAYA AKAN AMPUHNYA VAKSINASI COVID-19 YANG ANDA SARANKAN. SUDAH BANYAK KASUS DAN CONTOH BURUK DARI VAKSINASI COVID-19 INI!!",saya sampai kepada anda para jabat di tanah air ini jangan bayar intuk vaksinasi covid gratis pun kami masih belum mau dan percaya akan ampuh vaksinasi covid yang anda saran sudah banyak kasus dan contoh buruk dari vaksinasi covid ini,1
1671,Dikasi vaksin gratis ogah di suruh bayar bilang a b c. Covid dibilang hoax giliran angka naik positif terus yg disalahin pemerintahnya. Au ah.,kasi vaksin gratis tidak mau di suruh bayar bilang covid bilang isu bohong gilir angka naik positif terus yang disalahin perintah au ah,0
1672,"@KompasTV Vaksin dari pemerintah sama berbayar, beda gak sih? Tolong cari info dong min!
Terkait, 1. Kegunaan vaksinnya untuk melawan varian covid alpha, beta, gemma atau varian covid yang mana.
2. manfaat dan perbedaannya dari yang gratis dan berbayar.",vaksin dari perintah sama bayar beda enggak sih tolong cari informasi dong min kait guna vaksin untuk lawan varian covid alpha beta gemma atau varian covid yang mana manfaat dan beda dari yang gratis dan bayar,1
1673,"@latteafternoon @ObiWan_Catnobi Anda pasti sdh baca kasus pejabat/org penting tdk dpt perawatan covid karena RS pada penuh. Itu pelayanan covid loh yg ada jalur premium &amp; gratis jg. RSnya sih pasokan byk, tp bed &amp; nakes yg nanganin terbatas. Nah masalah yg sama jg dihadapi vaksinasi, mau pake 2 jalur pun.",anda pasti sudah baca kasus jabat orang penting tidak dapat awat covid karena rs pada penuh itu layan covid loh yang ada jalur premium amp gratis juga rsnya sih pasok banyak tapi bed amp tenaga sehat yang nanganin batas nah masalah yang sama juga hadap vaksinasi mau pakai jalur pun,0
1674,"Kan ada vaksin gratis, njirrr udah daftar pun nunggu kuotanya gk nongol2, untung aja ni kantor vaksinnya bisa di akses sampe sodara2 jauh. Klo gk mah keburu kena covid duluan dripada vaksin duluan",kan ada vaksin gratis anjir sudah daftar pun tunggu kuota enggak nongol untung saja ini kantor vaksin bisa di akses sampai sodara jauh kalo enggak mah lanjur kena covid duluan daripada vaksin duluan,0
1675,"Gratis = wajib 
Berbayar = pilihan (boleh diambil boleh enggak) 
Kalau narasi yg dibangun adalah vaksin covid itu wajib, maka semuanya harus digratiskan, one way no option. Boleh diperjualbelikan, tapi nanti jika sudah menuju proses endemi. #vaksincovid19",gratis wajib bayar pilih boleh ambil boleh tidak kalau narasi yang bangun adalah vaksin covid itu wajib maka semua harus gratis one way no option boleh diperjualbelikan tapi nanti jika sudah tuju proses endemi,1
1676,"@syabalalala Vaksin biasa &amp; vaksin covid di tengah pandemi berbeda. Di tengah pandemi, vaksin covid harus diberikan secara gratis, apapun merknya, di mana pun penduduk berada",vaksin biasa amp vaksin covid di tengah pandemi beda di tengah pandemi vaksin covid harus beri cara gratis apa merknya di mana pun duduk ada,1
1677,"@berlianidris @jokowi Dok apa be er setelah sembuh corona harus nunggu 3 bulan dulu biar bisa divaksin? Saya jadi takut nih,soalnya berati saya vaksinnya makin lama,nanti malah jatah vaksin gratis habis",dok apa be er telah sembuh corona harus tunggu bulan dulu supaya bisa vaksin saya jadi takut ini soal arti saya vaksin makin lama nanti bahkan jatah vaksin gratis habis,0
1678,"Awal : Vaksin gratis.
Pas sdh panik covid-19, bikin aturan apa2 wajib punya sertifikat sdh vaksin
Lanjut : vaksin berbayar.

Mirip bandar sabu nyekokin calon pelanggan. Apa iye begitu ??

Covid-19 mungkin memang sesuatu yg alami.
Ambil momen utk bisnis vaksin &amp; test covid? BIADAB",awal vaksin gratis pas sudah panik covid buat atur apa wajib punya sertifikat sudah vaksin lanjut vaksin bayar mirip bandar sabu nyekokin calon langgan apa iya begitu covid mungkin memang sesuatu yang alami ambil momen untuk bisnis vaksin amp test covid biadab,0
1679,"Nah terkait hal itu sebenarnya vaksin gratis masih tetap ada dan memang antri nya luar biasa. Cuman yang cukup disayangkan adalah penggiat konspirasi covid bisnis dengan adanya vaksin berbayar seakan-akan semakin menjadi merasa benar

Mohon koreksi ya kalo ada kesalahan",nah kait hal itu benar vaksin gratis masih tetap ada dan memang antri nya luar biasa hanya yang cukup sayang adalah giat konspirasi covid bisnis dengan ada vaksin bayar akan akan makin jadi rasa benar mohon koreksi iya jika ada salah,1
1680,"@Mdy_Asmara1701 Ini yg namanya negara berbisnis dg rakyatnya.
Dulu test antigen gratis, lama2 syarat org bepergian harus negatif covid, mau gak mau org test sendiri. Vaksin awalnya gratis, krn berita genting akhirnya rakyat yg mau ""selamat"" tp gak dapet kesempatan vaksin gratis ya bayar",ini yang nama negara bisnis dengan rakyat dulu test antigen gratis lama syarat orang pergi harus negatif covid mau enggak mau orang test sendiri vaksin awal gratis karena berita genting akhir rakyat yang mau selamat tapi enggak dapat sempat vaksin gratis iya bayar,0
1681,"@LaporCovid @ramundro Hati2 akun Anda verified. Jangan bikin masyarakat bingung. Vaksin berbayar bukan berarti yang gratis dipersulit. 

Di Singapore juga vaksin covid sudah dijual bebas.",hati akun anda verified jangan buat masyarakat bingung vaksin bayar bukan arti yang gratis sulit di singapore juga vaksin covid sudah jual bebas,0
1682,"@ObiWan_Catnobi Hadeh, vaksin covid emang awalnya disediain gratis kayak sinovac/astrazeneca. Itu kan yang vaksin gotong royong (sinopharm) buat mereka yang kelebihan duit. Sama kayak beberapa orang milih bayar pendidikan swasta yang mahal simply mereka mampu, meski sudah ada pendidikan negeri.",hadeh vaksin covid memang awal ain gratis seperti sinovac astrazeneca itu kan yang vaksin gotong royong sinopharm buat mereka yang lebih duit sama seperti beberapa orang pilih bayar didik swasta yang mahal simply mereka mampu meski sudah ada didik negeri,1
1683,"@ArmiSatria8 @geloraco Gratis saja gak mau apalagi bayar, itulah disebagian pemikiran rakyat. Abaikan, konsisten vaksin yang mau.

Makanya tak sepantasnya menurut saya vaksin corona diperjual-belikan disaat pandemi.

Negara harus ada menyediakannya, janganlah berdagang vaksin dengan rakyat.",gratis saja enggak mau apalagi bayar itu bagi pikir rakyat abai konsisten vaksin yang mau makanya tidak pantas turut saya vaksin corona jual belikan saat pandemi negara harus ada sedia jangan dagang vaksin dengan rakyat,0
1684,"@Umar_Chelsea_75 Kemarin sy vaksin ke-1, kt petugasnya syarat utk vaksin ke-2 wajib sbg peserta BPJS. Berhubung sy blm terdaftar BPJS, maka sy hrs urus kepesertaan BPJS utk bisa vaksin ke-2. 
Bukankan BPJS kesehatan itu = asuransi ya?.. kalo iya...berarti vaksin covid19 itu bukan gratis dong!!??",kemarin saya vaksin ke kita tugas syarat untuk vaksin ke wajib bagai serta bpjs hubung saya belum daftar bpjs maka saya harus urus serta bpjs untuk bisa vaksin ke bukan bpjs sehat itu asuransi iya jika iya arti vaksin covid itu bukan gratis dong,1
1685,"correct me if i'm wrong, tapi bukannya vaksin covid-19 itu harusnya gratis ya?",correct me if wrong tapi bukan vaksin covid itu harus gratis iya,0
1686,"Vaksin Covid-19kini bisa dibeli dan dilakukan di Kimia Farma bagi masyarakat yang ingin melakukan vaksinasi mandiri. Vaksinasi ini berbeda dengan vaksinasi yang selama ini gratis, karena kali ini masyarakat harus membayar sendiri biayanya baik vaksin atau jasanya.",vaksin covid kini bisa beli dan laku di kimia farma bagi masyarakat yang ingin laku vaksinasi mandiri vaksinasi ini beda dengan vaksinasi yang lama ini gratis karena kali ini masyarakat harus bayar sendiri biaya baik vaksin atau jasa,1
1687,"@FirzaHusain Menurut hemat saya, salah satu bantuan urang kaya kepada negara kita adalah dengan membeli vaksin covid sendiri. Tetapi kalau tidak rela tunggu vaksin gratis 🤭",turut hemat saya salah satu bantu saya kayak kepada negara kita adalah dengan beli vaksin covid sendiri tetapi kalau tidak rela tunggu vaksin gratis,1
1688,"Narasinya kudu jujur:
Woy, pemerintah kere nih, abis duit buat urus pemberian vaksin dan memberikan layanan kesehatan gratis buat pasien positif covid.
Klean nyumbang yak, kalau pada punya duit, ambil yang bayar aja, jangan antri jatah gratisan",narasi harus jujur woy perintah tidak punya uang ini habis duit buat urus beri vaksin dan beri layan sehat gratis buat pasien positif covid klean nyumbang ya kalau pada punya duit ambil yang bayar saja jangan antri jatah gratis,0
1689,"Indonesia lagi panik kek nya gegara korona ini. Orang2nya jadi sensian, emosian, trutama perkara kimia farma mengadakan vaksinasi berbayar. Ada yg pro tp lebih banyak yang kontranya sih. Kali kan klo mo cepet yaa emg hrus bayar lebih gtu, tp yg gratis msih banyak sih tp ya antri.",indonesia lagi panik kayak nya gara-gara korona ini orang nya jadi sensian emosi utama perkara kimia farma ada vaksinasi bayar ada yang profesional tapi lebih banyak yang kontra sih kali kan kalo mau cepat ya memang harus bayar lebih begitu tapi yang gratis masih banyak sih tapi iya antri,0
1690,"@AmidalaNiang Itu memang harga deal awal Sinopharm utk program mandiri/gotong royong. 
Sinopharm memang tertinggi harganya utk vaksin Covid. 
Makanya pemerintah tdk mengganggu stock vaksin lainnya yg memang sdh diperuntukan utk gratis/massal",itu memang harga deal awal sinopharm untuk program mandiri gotong royong sinopharm memang tinggi harga untuk vaksin covid makanya perintah tidak ganggu stock vaksin lain yang memang sudah untuk untuk gratis sama al,1
1691,"@AzzamIzzulhaq Kyak bandar kasi narkoba aja awalnya gratis...eh bayar ...udh candu.
Akhir nya karena takut disernag covid dan mati dicarilah uang buat beli vaksin..jgn sampai pula nanti jual harta benda buat beli vaksin..",kayak bandar kasih narkotika psikotropika dan obat larang saja awal gratis eh bayar sudah candu akhir nya karena takut disernag covid dan mati cari uang buat beli vaksin jangan sampai pula nanti jual harta benda buat beli vaksin,0
1692,@CNNIndonesia @jokowi @BudiGSadikin @erickthohir kenapa ga dialokasiin gratis aja? Pilih bisnis2 lainlah jgn vaksin covid. BUMN apa kurang duit bgt sampe vaksin mesti dijual? Kl krg duit efisiensi bonus dan pengeluaran ini itu buat direktur dan komisaris aja. Vaksin harus gratis buar rakyat!,kenapa enggak dialokasiin gratis saja pilih bisnis lain jangan vaksin covid bumn apa kurang duit banget sampai vaksin mesti jual kalau krg duit efisiensi bonus dan keluar ini itu buat direktur dan komisaris saja vaksin harus gratis buar rakyat,0
1693,@geloraco kalian aja yg nggak percaya covid19 sok sibuk ribut soal vaksin. di vaksin gratis juga kalian ogah trus ribut soal vaksin berbayar. yg mau beli vaksin berbayar juga bukan belinya pake duit klean mereka pake duit sendiri dan iklas. bisa bantu negara beli vaksin lagi.,kalian saja yang enggak percaya covid sok sibuk ribut soal vaksin di vaksin gratis juga kalian tidak mau terus ribut soal vaksin bayar yang mau beli vaksin bayar juga bukan beli pakai duit klean mereka pakai duit sendiri dan iklas bisa bantu negara beli vaksin lagi,0
1694,"@RZIDN @ainunnajib Skema berbayar ini jadi barrier to entry buat basic health needs. Semua, ga cuma yang bottom 40%, berhak mendapat vaksin covid yang jadi basic health needs &amp; sifatnya kritis, secara gratis. Tanpa kecuali",skema bayar ini jadi barrier tapi entry buat basic health needs semua enggak cuma yang bottom hak dapat vaksin covid yang jadi basic health needs amp sifat kritis cara gratis tanpa kecuali,1
1695,"@FirzaHusain @Herlin_673YP Jika vaksin Covid sudah dikomersilkan oleh RS dan klinik-klinik, jangan lagi berharap ada vaksin yang gratis. Saat ini di klinik² sampai antri untuk melakukan tes antigen or tes-tes Covid lainnya,  pdhl sebelum Covid tampak sepi. Bisa dibayangkan, bisnis Covid sangat menggiurkan!",jika vaksin covid sudah dikomersilkan oleh rs dan klinik klinik jangan lagi harap ada vaksin yang gratis saat ini di klinik sampai antri untuk laku tes antigen orang tes tes covid lain padahal belum covid tampak sepi bisa bayang bisnis covid sangat giur,1
1696,"[Vaksin Berbayar]

""Ikut vaksinasi berbayar juga Mas? Bukannya anda dulu bilang vaksinasi Covid-19 HARUS gratis?""

""Iya saya jadinya ikut yang berbayar karena dapat antrean nomer 43 Juta. Sementara vaksinasi gratis sekarang baru sampai antrean nomer 25 juta. Kelamaan nunggunya""",vaksin bayar ikut vaksinasi bayar juga mas bukan anda dulu bilang vaksinasi covid harus gratis iya saya jadi ikut yang bayar karena dapat antre nomer juta sementara vaksinasi gratis sekarang baru sampai antre nomer juta lama nunggunya,1
1697,"@jokowi Dalam sidak tersebut, Menteri BUMN didampingi Direktur Niaga PT KAI Dadan Rudiansyah memantau pelaksanaan program PT KAI menggelar layanan vaksinasi gratis Covid-19 bagi calon penumpang kereta api jarak jauh.

@jokowi",dalam sidak sebut menteri bumn damping direktur niaga pt kai dad rudiansyah pantau laksana program pt kai gelar layan vaksinasi gratis covid bagi calon tumpang kereta api jarak jauh,0
1698,@tempodotco Kata mukidi vaksin covid 19 itu gratis. Kok ini suruh beli?,kata mukidi vaksin covid itu gratis kok ini suruh beli,0
1699,"Ada yang ngomong loh, ""ah tetangga saya vaksin gratis kok, dijemput pula"". 

Ga sekalian neh, ""ah tetangga saya covid bisa sembuh sendiri kok, ga mati"". Biar kek pemerintah dan jajarannya waktu awal² pandemi.",ada yang omong loh ah tetangga saya vaksin gratis kok jemput pula enggak sekali nih ah tetangga saya covid bisa sembuh sendiri kok enggak mati supaya kayak perintah dan jajar waktu awal pandemi,0
1700,"@xantuii @sarlinkevss @saddboicarti Beda produsen.

Mau vaksin covid produksi mana pun, selama pandemi pemerintah wajib memberi secara gratis. Gapake skema berbayar. Itu hak sebagai warga negara. Pahami dulu",beda produsen mau vaksin covid produksi mana pun lama pandemi perintah wajib beri cara gratis enggak pakai skema bayar itu hak bagai warga negara paham dulu,0
1701,"@mantriss Vaksin covid seharusnya gratis dan tetap gratis utk saat ini.

Swasta diperlukan untuk mempercepat dan memperluas, remunerasinya/ambil untungnya ya sebesar itu SAJA. Biaya jasa utk mempercepat dan memperluas.

Vaksin dan jasa bayar, jatuhnya mahal.",vaksin covid harus gratis dan tetap gratis untuk saat ini swasta perlu untuk cepat dan luas remunerasi ambil untung iya besar itu saja biaya jasa untuk cepat dan luas vaksin dan jasa bayar jatuh mahal,1
1702,"Vaksin gratis banyak menolak
Vaksin bayar protes menolak
Pakai masker juga menolak
Prokes menolak

Yang penting rame ! 

#COVID19",vaksin gratis banyak tolak vaksin bayar protes tolak pakai masker juga tolak prokes tolak yang penting ramai,0
1703,"@dbrahmantyo @ambisyusiel @berlianidris @bangiyex @jokowi Sebulan? Corona udh 1,5 tahun sih.
Trus vaksin komersial menyelesaikan masalah apa? 

KF jadi tempat vaksin komersial = hanya org tertentu yg bisa akses.
KF jadi tempat vaksin gratis = memperluas akses vaksin.",bulan corona sudah tahun sih terus vaksin komersial selesai masalah apa kf jadi tempat vaksin komersial hanya orang tentu yang bisa akses kf jadi tempat vaksin gratis luas akses vaksin,1
1704,"@GaiusJArminius @ObiWan_Catnobi Kalo beneran mau mempercepat herd immunity harusnya gini beritanya ""Mulai Senin 12 Juli gerai Kimia Farma di seluruh Indonesia melayani vaksin corona on the spot GRATIS"" menurut lu lebih cepet mana sama yang bayar?",jika benar mau cepat herd immunity harus begini berita mulai senin juli gerai kimia farma di seluruh indonesia layan vaksin corona on the spot gratis turut kamu lebih cepat mana sama yang bayar,1
1705,"@msyariflubis @ilham_dulillahh @marchhumanrace @jakapujakesuma1 @ch_perdana @kumparan Anda sudah vaksin blm Pak?

Saya kerja dipuskesmas. Masyarkat kami kejar2 buat vaksin gratis (garis bawahin Pak). Tapi baru Berbondong2 mau vaksin Karena diancam pemerintah tanpa sertifikat vaksin ga akan dpt bantuan Covid.",anda sudah vaksin belum pak saya kerja puskesmas masyarkat kami kejar buat vaksin gratis garis bawahin pak tapi baru bondong mau vaksin karena ancam perintah tanpa sertifikat vaksin enggak akan dapat bantu covid,0
1706,"vaksinasi berbayar biar mempercepat herd immunity melalui kimia farma.. terus pertanyaannya, kenapa harus berbayar? bukannya dari awal pemerintah bilang vaksinasi covid gratis? terus.. bukannya kemaren baru ngutang lagi ya? 7 triliun kalo gak salah hihi",vaksinasi bayar supaya cepat herd immunity lalu kimia farma terus tanya kenapa harus bayar bukan dari awal perintah bilang vaksinasi covid gratis terus bukan kemarin baru ngutang lagi iya triliun jika enggak salah hihi,0
1707,Vaksin Gotong Royong kok Covid. Vaksin HPV kek. Tone deaf amat jualan barang yg harusnya gratis.,vaksin gotong royong kok covid vaksin hpv kayak tone deaf amat jual barang yang harus gratis,0
1708,"""Kalo gamau antre, bayar, lah.""

Pemahaman yg kacau. Dalam konteks vaksin covid, semua harus antre, semua harus gratis, semua penduduk yg eligible secara medis wajib dapat",jika enggak mau antre bayar lah paham yang kacau dalam konteks vaksin covid semua harus antre semua harus gratis semua duduk yang eligible cara medis wajib dapat,0
1709,"@tempodotco Karena vaksin covid19 yg GRATIS dilapangan membuat krumunan, daftarnya gak jelas masyarakat banyak yg kecewa, ini peluang bisnis bagi BUMN, broker Vaksin Covid19, apa artinya #SalusPopuliSupremaLexEsto hy utk Rakyat NKRI yg beruang?",karena vaksin covid yang gratis lapang buat krumunan daftar enggak jelas masyarakat banyak yang kecewa ini peluang bisnis bagi bumn broker vaksin covid apa arti hai untuk rakyat nkri yang beruang,0
1710,"Jujur ya w aneh sih sama vaksin covid berbayar. Kayak, kenapa sih pemerintah gak kolabs aja tuh sama apotek bumn buat nyediain vaksin gratis. Haha emang ya kesehatan tuh mahal Ya. Gak mudah diakses sama masyarakat menengah ke bawah. Tp ywdalah moga aja makin cepet nanganin covid.",jujur iya aneh sih sama vaksin covid bayar seperti kenapa sih perintah enggak kolabs saja itu sama apotek bumn buat nyediain vaksin gratis tertawa memang iya sehat itu mahal iya enggak mudah akses sama masyarakat tengah ke bawah tapi ywdalah moga saja makin cepat nanganin covid,0
1711,"Jangan menutup mata, ledakan kluster covid juga bisa ditimbulkan dari antrian panjang vaksin gratis. Kalo orang takut tertular covid saat pelaksanaan vaksin gratis solusinya bukan jualan vaksin dengan margin profit segitu besarnya.",jangan tutup mata ledak kluster covid juga bisa timbul dari antri panjang vaksin gratis jika orang takut tular covid saat laksana vaksin gratis solusi bukan jual vaksin dengan margin profit segitu besar,0
1712,"@detikcom Ga percaya covid &gt; ga patuh protokol &gt; ga percaya vaksin &gt; cuma mau vaksin selain dr cina &gt; vaksin harus gratis &gt; ada wacana vaksin bayar ngamuk

Siklus hidup jamur",enggak percaya covid begitu enggak patuh protokol begitu enggak percaya vaksin begitu cuma mau vaksin selain dari cina begitu vaksin harus gratis begitu ada wacana vaksin bayar ngamuk siklus hidup jamur,0
